corpus_id,title,author,first_publication_year,genre,corpus_status,market_status,date_status,apparition_class,ghost_role,mediating_object,haunting_site,ontological_certainty,outlier_flag,source_id,source_container,source_url,boundary_method,word_count,sha256,local_text_file,notes,corpus_layer,recovery_priority,gender_inference_status,publication_route,digitization_route,inclusion_rationale,credited_author,compiler_editor,translator_reteller,oral_source_or_informant,source_community_or_tradition,author_gender,author_geography,colonial_relation,original_language,pseudonym_or_collaboration,attribution_certainty,text_quality_status,screening_version,version_action
BGH034,RIKI-BAKA,Lafcadio Hearn (translator/reteller),1904,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG1210,PG1210_Kwaidan.txt,https://www.gutenberg.org/ebooks/1210,TOC-to-heading extraction,672,425ed2046a789c1e1de6acf4f19221669b2cef7dce861f2fc78731d3b7c190d2,texts/BGH034_Lafcadio_Hearn_translator_reteller_RIKI_BAKA.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Lafcadio Hearn (translator/reteller),,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH035,THE STORY OF MIMI-NASHI-HŌÏCHI,Lafcadio Hearn (translator/reteller),1904,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG1210,PG1210_Kwaidan.txt,https://www.gutenberg.org/ebooks/1210,TOC-to-heading extraction,2448,11c65c8413ba2ef400f310a1ee5656bfc7124c6b8e7f725d6d5f8ccf4700c701,texts/BGH035_Lafcadio_Hearn_translator_reteller_THE_STORY_OF_MIMI_NASHI_HOICHI.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Lafcadio Hearn (translator/reteller),,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH036,THE STORY OF O-TEI,Lafcadio Hearn (translator/reteller),1904,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG1210,PG1210_Kwaidan.txt,https://www.gutenberg.org/ebooks/1210,TOC-to-heading extraction,1097,515ef7219e6f5739a1238e423e5632fad61137da7f2331bf7b5f7ee0dd6e62d8,texts/BGH036_Lafcadio_Hearn_translator_reteller_THE_STORY_OF_O_TEI.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Lafcadio Hearn (translator/reteller),,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH037,Moll Rial's Adventure,Joseph Sheridan Le Fanu,1872,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG12592,PG12592_J_S_Le_Fanu_s_Ghostly_Tales_Volume_5.txt,https://www.gutenberg.org/ebooks/12592,TOC-to-heading extraction,586,dc01580f56b4352b44bf6d4428f78ce5b4b5193a0528a984b0a109542e0d5491,texts/BGH037_Joseph_Sheridan_Le_Fanu_Moll_Rial_s_Adventure.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Joseph Sheridan Le Fanu,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH038,The Banshee,Joseph Sheridan Le Fanu,1872,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG12592,PG12592_J_S_Le_Fanu_s_Ghostly_Tales_Volume_5.txt,https://www.gutenberg.org/ebooks/12592,TOC-to-heading extraction,361,4a5aa7c98fe85153d7e234af951db28861533c32b6e935ec94514984a1896793,texts/BGH038_Joseph_Sheridan_Le_Fanu_The_Banshee.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Joseph Sheridan Le Fanu,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH039,The Earl's Hall,Joseph Sheridan Le Fanu,1872,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG12592,PG12592_J_S_Le_Fanu_s_Ghostly_Tales_Volume_5.txt,https://www.gutenberg.org/ebooks/12592,TOC-to-heading extraction,10124,afa3b8d7252878eef1bfeb0b74cf0113c3dd89d3e2771e43bf8f0d47b2daf84e,texts/BGH039_Joseph_Sheridan_Le_Fanu_The_Earl_s_Hall.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Joseph Sheridan Le Fanu,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH040,The Governess's Dream,Joseph Sheridan Le Fanu,1872,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG12592,PG12592_J_S_Le_Fanu_s_Ghostly_Tales_Volume_5.txt,https://www.gutenberg.org/ebooks/12592,TOC-to-heading extraction,632,278800109d04008eae8c62fc2491cd5e5f193d34ec43ee1dddf35ddb0e7e0091,texts/BGH040_Joseph_Sheridan_Le_Fanu_The_Governess_s_Dream.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Joseph Sheridan Le Fanu,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH041,The Magician Earl,Joseph Sheridan Le Fanu,1872,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG12592,PG12592_J_S_Le_Fanu_s_Ghostly_Tales_Volume_5.txt,https://www.gutenberg.org/ebooks/12592,TOC-to-heading extraction,1100,a12f04217fb9f8f648b3ffe5d5a004662f7090e6452d417f0338351f85256278,texts/BGH041_Joseph_Sheridan_Le_Fanu_The_Magician_Earl.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Joseph Sheridan Le Fanu,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH042,MAN OVERBOARD!,F. Marion Crawford,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG40386,PG40386_Wandering_Ghosts.txt,https://www.gutenberg.org/ebooks/40386,TOC-to-heading extraction,16280,cfac5d969b8867b563b7a940bc46604bf2fc3a1004334101550b3fad1642ae60,texts/BGH042_F_Marion_Crawford_MAN_OVERBOARD.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,F. Marion Crawford,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH043,THE DOLL'S GHOST,F. Marion Crawford,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG40386,PG40386_Wandering_Ghosts.txt,https://www.gutenberg.org/ebooks/40386,TOC-to-heading extraction,5224,93f2ef2450bf26ed1c0231a9a58f45cffb43dc5c73abdd13f2b2f162292725a0,texts/BGH043_F_Marion_Crawford_THE_DOLL_S_GHOST.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,F. Marion Crawford,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH044,THE SCREAMING SKULL,F. Marion Crawford,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG40386,PG40386_Wandering_Ghosts.txt,https://www.gutenberg.org/ebooks/40386,TOC-to-heading extraction,13106,f69a5963f9fab071e7121bceb193a4889633a902fc3c15e681a02cf304854fb2,texts/BGH044_F_Marion_Crawford_THE_SCREAMING_SKULL.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,F. Marion Crawford,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH045,"A SPIRITUALISTIC SEANCE,",W. T. Linskill,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG56411,PG56411_St_Andrews_Ghost_Stories.txt,https://www.gutenberg.org/ebooks/56411,TOC-to-heading extraction,1642,5b83a5a7fa2e86de3d13521b5d0e01edf604f96c4ed178399634687779fcbc0c,texts/BGH045_W_T_Linskill_A_SPIRITUALISTIC_SEANCE.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. T. Linskill,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH046,A VERY PECULIAR HOUSE,W. T. Linskill,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG56411,PG56411_St_Andrews_Ghost_Stories.txt,https://www.gutenberg.org/ebooks/56411,TOC-to-heading extraction,2253,ce2574f1e5e47774ab616b906ee1e23f35d6c7355288f854a2908642afa81ac6,texts/BGH046_W_T_Linskill_A_VERY_PECULIAR_HOUSE.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. T. Linskill,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH047,"CONCERNING MORE APPEARANCES OF THE WHITE LADY,",W. T. Linskill,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG56411,PG56411_St_Andrews_Ghost_Stories.txt,https://www.gutenberg.org/ebooks/56411,TOC-to-heading extraction,1380,7287ef03002552850613ba392dc9ff139a5ac07d02498b76021b0fbee3b94172,texts/BGH047_W_T_Linskill_CONCERNING_MORE_APPEARANCES_OF_THE_WHITE_LADY.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. T. Linskill,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH048,"THE APPARITION OF SIR RODGER DE WANKLYN,",W. T. Linskill,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG56411,PG56411_St_Andrews_Ghost_Stories.txt,https://www.gutenberg.org/ebooks/56411,TOC-to-heading extraction,1506,9d29faba71a55047c31dc1492161a546a7b1245a86a492f12f30f4c8b2300243,texts/BGH048_W_T_Linskill_THE_APPARITION_OF_SIR_RODGER_DE_WANKLYN.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. T. Linskill,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH049,"THE APPARITION OF THE PRIOR OF PITTENWEEM,",W. T. Linskill,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG56411,PG56411_St_Andrews_Ghost_Stories.txt,https://www.gutenberg.org/ebooks/56411,TOC-to-heading extraction,3430,31b0e5714a2bcb8b469ba780e63e87f0bf91715b50c2699af433cc232d4948e6,texts/BGH049_W_T_Linskill_THE_APPARITION_OF_THE_PRIOR_OF_PITTENWEEM.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. T. Linskill,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH050,"THE BEAUTIFUL WHITE LADY OF THE HAUNTED TOWER,",W. T. Linskill,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG56411,PG56411_St_Andrews_Ghost_Stories.txt,https://www.gutenberg.org/ebooks/56411,TOC-to-heading extraction,1132,d41674aed4f3b57fdc46185faf9229cfebcb30cc1579827b96f663b34dc4fc2d,texts/BGH050_W_T_Linskill_THE_BEAUTIFUL_WHITE_LADY_OF_THE_HAUNTED_TOWER.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. T. Linskill,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH051,"THE BEWITCHED ERMENTRUDE,",W. T. Linskill,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG56411,PG56411_St_Andrews_Ghost_Stories.txt,https://www.gutenberg.org/ebooks/56411,TOC-to-heading extraction,1777,6a448e4e9a84a951a5261ddd48ed5e40a7cbf3cf2fca9c45993e141aadb157be,texts/BGH051_W_T_Linskill_THE_BEWITCHED_ERMENTRUDE.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. T. Linskill,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH052,"THE HAUNTINGS AND MYSTERIES OF LAUSDREE CASTLE,",W. T. Linskill,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG56411,PG56411_St_Andrews_Ghost_Stories.txt,https://www.gutenberg.org/ebooks/56411,TOC-to-heading extraction,5133,f70e548720ce0f9f4da2e2c28fd0dc725b0cbe7402881f34174926edae2e63c0,texts/BGH052_W_T_Linskill_THE_HAUNTINGS_AND_MYSTERIES_OF_LAUSDREE_CASTLE.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. T. Linskill,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH053,"THE MONK OF ST RULE’S TOWER,",W. T. Linskill,1911,short story / tale,confirmed_textual_fit,confirmed British/Irish/colonial venue,confirmed,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG56411,PG56411_St_Andrews_Ghost_Stories.txt,https://www.gutenberg.org/ebooks/56411,TOC-to-heading extraction,1511,1f006a0cfa133465d0c77e6c55d4db908e40403020161be80b4183cbaaf38985,texts/BGH053_W_T_Linskill_THE_MONK_OF_ST_RULES_TOWER.txt,,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,W. T. Linskill,,,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
